match_id,venue_id,venue_name,event_date,attendance
M00417,VEN040,Lisbon Harbor Arena 40,2021-04-24,26406
M00418,VEN040,Lisbon Harbor Arena 40,2023-03-04,22711
M00419,VEN041,Turin Grand Stadium 41,2021-07-21,31743
M00420,VEN041,Turin Grand Stadium 41,2023-10-02,24267
M00421,VEN041,Turin Grand Stadium 41,2021-11-04,29819
M00422,VEN041,Turin Grand Stadium 41,2021-01-23,30798
M00423,VEN041,Turin Grand Stadium 41,2022-07-04,21969
M00424,VEN041,Turin Grand Stadium 41,2022-12-05,29053
M00425,VEN041,Turin Grand Stadium 41,2023-11-01,23441
M00426,VEN041,Turin Grand Stadium 41,2023-02-22,25011
M00427,VEN041,Turin Grand Stadium 41,2023-10-23,28610
M00428,VEN041,Turin Grand Stadium 41,2021-09-24,22319
M00429,VEN041,Turin Grand Stadium 41,2022-02-26,30209
M00430,VEN042,Hamburg Unity Sports Center 42,2023-04-25,23645
M00431,VEN042,Hamburg Unity Sports Center 42,2023-04-12,20418
M00432,VEN042,Hamburg Unity Sports Center 42,2022-03-02,26472
M00433,VEN042,Hamburg Unity Sports Center 42,2021-12-16,24338
M00434,VEN042,Hamburg Unity Sports Center 42,2021-01-22,21347
M00435,VEN042,Hamburg Unity Sports Center 42,2021-10-22,18026
M00436,VEN042,Hamburg Unity Sports Center 42,2021-09-03,23595
M00437,VEN043,Stockholm Premier Grounds 43,2023-04-15,27133
M00438,VEN043,Stockholm Premier Grounds 43,2022-05-15,28203
M00439,VEN043,Stockholm Premier Grounds 43,2021-01-28,16230
M00440,VEN043,Stockholm Premier Grounds 43,2023-06-14,19298
M00441,VEN043,Stockholm Premier Grounds 43,2021-01-01,25012
M00442,VEN043,Stockholm Premier Grounds 43,2023-11-06,26460
M00443,VEN043,Stockholm Premier Grounds 43,2022-10-09,19783
M00444,VEN044,Hamburg Northern Athletic Center 44,2022-03-04,20448
M00445,VEN044,Hamburg Northern Athletic Center 44,2022-05-27,20809
M00446,VEN044,Hamburg Northern Athletic Center 44,2022-07-21,20616
M00447,VEN044,Hamburg Northern Athletic Center 44,2021-02-05,27032
M00448,VEN044,Hamburg Northern Athletic Center 44,2021-03-04,24597
M00449,VEN044,Hamburg Northern Athletic Center 44,2023-08-26,21005
M00450,VEN044,Hamburg Northern Athletic Center 44,2022-03-20,22966
M00451,VEN045,Turin Northern Athletic Center 45,2023-01-28,43997
M00452,VEN045,Turin Northern Athletic Center 45,2023-03-16,41915
M00453,VEN045,Turin Northern Athletic Center 45,2021-07-15,47102
M00454,VEN045,Turin Northern Athletic Center 45,2022-11-11,27879
M00455,VEN045,Turin Northern Athletic Center 45,2023-09-25,27140
M00456,VEN045,Turin Northern Athletic Center 45,2023-10-08,43215
M00457,VEN045,Turin Northern Athletic Center 45,2023-06-17,48366
M00458,VEN045,Turin Northern Athletic Center 45,2023-10-04,38368
M00459,VEN045,Turin Northern Athletic Center 45,2023-04-16,36384
M00460,VEN045,Turin Northern Athletic Center 45,2023-11-13,34469
M00461,VEN045,Turin Northern Athletic Center 45,2023-10-02,30136
M00462,VEN045,Turin Northern Athletic Center 45,2021-09-28,27124
M00463,VEN046,Brussels Central Arena 46,2021-02-25,39604
M00464,VEN046,Brussels Central Arena 46,2021-06-09,32726
M00465,VEN046,Brussels Central Arena 46,2021-09-21,24299
M00466,VEN046,Brussels Central Arena 46,2021-02-15,30568
M00467,VEN046,Brussels Central Arena 46,2023-08-03,31819
M00468,VEN046,Brussels Central Arena 46,2022-06-04,39694
M00469,VEN046,Brussels Central Arena 46,2023-11-01,42063
M00470,VEN046,Brussels Central Arena 46,2022-01-18,25298
M00471,VEN046,Brussels Central Arena 46,2021-10-20,33823
M00472,VEN046,Brussels Central Arena 46,2023-09-07,35511
M00473,VEN046,Brussels Central Arena 46,2022-06-12,35837
M00474,VEN046,Brussels Central Arena 46,2021-08-11,39097
M00475,VEN046,Brussels Central Arena 46,2023-10-16,34034
M00476,VEN047,Vienna Phoenix Arena 47,2021-02-25,26647
M00477,VEN047,Vienna Phoenix Arena 47,2021-06-12,25863
M00478,VEN047,Vienna Phoenix Arena 47,2022-09-17,28214
M00479,VEN047,Vienna Phoenix Arena 47,2021-01-06,21944
M00480,VEN047,Vienna Phoenix Arena 47,2023-12-24,23574
M00481,VEN047,Vienna Phoenix Arena 47,2022-10-07,22430
M00482,VEN047,Vienna Phoenix Arena 47,2022-04-15,19382
M00483,VEN047,Vienna Phoenix Arena 47,2021-12-11,28140
M00484,VEN047,Vienna Phoenix Arena 47,2022-01-21,18285
M00485,VEN047,Vienna Phoenix Arena 47,2023-02-25,28318
M00486,VEN047,Vienna Phoenix Arena 47,2022-11-19,29064
M00487,VEN048,London Harbor Arena 48,2022-01-17,7483
M00488,VEN048,London Harbor Arena 48,2023-07-27,10801
M00489,VEN048,London Harbor Arena 48,2023-03-23,9967
M00490,VEN048,London Harbor Arena 48,2023-03-04,9931
M00491,VEN048,London Harbor Arena 48,2023-10-11,8877
M00492,VEN048,London Harbor Arena 48,2022-07-20,9521
M00493,VEN048,London Harbor Arena 48,2021-05-13,11792
M00494,VEN048,London Harbor Arena 48,2022-08-26,12055
M00495,VEN048,London Harbor Arena 48,2022-10-23,7476
M00496,VEN048,London Harbor Arena 48,2023-05-27,11629
M00497,VEN048,London Harbor Arena 48,2022-12-24,10609
M00498,VEN048,London Harbor Arena 48,2023-04-07,11900
M00499,VEN048,London Harbor Arena 48,2023-05-22,7897
M00500,VEN048,London Harbor Arena 48,2023-03-23,8645
M00501,VEN049,Prague Phoenix Arena 49,2023-11-11,31349
M00502,VEN049,Prague Phoenix Arena 49,2022-09-16,35099
M00503,VEN049,Prague Phoenix Arena 49,2023-12-14,32782
M00504,VEN049,Prague Phoenix Arena 49,2023-05-28,34443
M00505,VEN049,Prague Phoenix Arena 49,2021-09-04,29869
M00506,VEN049,Prague Phoenix Arena 49,2021-01-22,22656
M00507,VEN049,Prague Phoenix Arena 49,2022-03-10,23226
M00508,VEN049,Prague Phoenix Arena 49,2021-01-23,34609
M00509,VEN050,Krakow Heritage Stadium 50,2023-01-12,29721
M00510,VEN050,Krakow Heritage Stadium 50,2021-10-28,42434
M00511,VEN050,Krakow Heritage Stadium 50,2023-04-24,39548
M00512,VEN050,Krakow Heritage Stadium 50,2022-04-17,38956
M00513,VEN050,Krakow Heritage Stadium 50,2023-05-23,41815
M00514,VEN050,Krakow Heritage Stadium 50,2022-07-14,39318
M00515,VEN050,Krakow Heritage Stadium 50,2023-06-18,45407
M00516,VEN050,Krakow Heritage Stadium 50,2023-05-07,26591
M00517,VEN050,Krakow Heritage Stadium 50,2022-04-21,38402
M00518,VEN050,Krakow Heritage Stadium 50,2023-06-25,40154
M00519,VEN051,Krakow Olympic Center 51,2023-04-25,75617
M00520,VEN051,Krakow Olympic Center 51,2021-05-15,83240
M00521,VEN051,Krakow Olympic Center 51,2023-02-06,59834
M00522,VEN051,Krakow Olympic Center 51,2023-09-04,93395
M00523,VEN051,Krakow Olympic Center 51,2022-05-18,68375
M00524,VEN051,Krakow Olympic Center 51,2021-10-28,63546
M00525,VEN051,Krakow Olympic Center 51,2022-08-23,63151
M00526,VEN051,Krakow Olympic Center 51,2021-03-11,92327
M00527,VEN051,Krakow Olympic Center 51,2023-10-27,77766
M00528,VEN051,Krakow Olympic Center 51,2022-10-18,80545
M00529,VEN051,Krakow Olympic Center 51,2023-06-17,67558
M00530,VEN051,Krakow Olympic Center 51,2021-09-03,61653
M00531,VEN051,Krakow Olympic Center 51,2021-07-18,85862
M00532,VEN051,Krakow Olympic Center 51,2021-06-08,75208
M00533,VEN051,Krakow Olympic Center 51,2023-06-11,90015
M00534,VEN052,Athens Apex Stadium 52,2023-09-16,39012
M00535,VEN052,Athens Apex Stadium 52,2023-01-04,57107
M00536,VEN052,Athens Apex Stadium 52,2022-04-21,48673
M00537,VEN052,Athens Apex Stadium 52,2023-04-02,47251
M00538,VEN052,Athens Apex Stadium 52,2022-07-26,49023
M00539,VEN052,Athens Apex Stadium 52,2022-05-18,55778
M00540,VEN052,Athens Apex Stadium 52,2021-09-27,50089
M00541,VEN052,Athens Apex Stadium 52,2023-09-15,51287
M00542,VEN052,Athens Apex Stadium 52,2022-11-07,43985
M00543,VEN052,Athens Apex Stadium 52,2021-02-06,39700
M00544,VEN052,Athens Apex Stadium 52,2023-09-01,56463
M00545,VEN053,Turin Olympic Center 53,2023-04-28,6189
M00546,VEN053,Turin Olympic Center 53,2021-04-18,8240
M00547,VEN053,Turin Olympic Center 53,2023-07-21,8859
M00548,VEN053,Turin Olympic Center 53,2021-12-22,8807
M00549,VEN053,Turin Olympic Center 53,2022-12-11,5943
M00550,VEN053,Turin Olympic Center 53,2021-01-06,5443
M00551,VEN053,Turin Olympic Center 53,2023-02-19,8710
M00552,VEN054,Salzburg Metropolitan Arena 54,2022-07-15,30185
M00553,VEN054,Salzburg Metropolitan Arena 54,2022-06-01,26212
M00554,VEN054,Salzburg Metropolitan Arena 54,2021-09-01,22806
M00555,VEN054,Salzburg Metropolitan Arena 54,2023-02-25,26371
M00556,VEN054,Salzburg Metropolitan Arena 54,2021-12-28,27850
M00557,VEN054,Salzburg Metropolitan Arena 54,2023-02-10,18321
M00558,VEN054,Salzburg Metropolitan Arena 54,2022-10-03,28429
M00559,VEN054,Salzburg Metropolitan Arena 54,2022-07-13,21278
M00560,VEN054,Salzburg Metropolitan Arena 54,2021-08-06,28927
M00561,VEN055,Paris Apex Stadium 55,2023-07-26,57719
M00562,VEN055,Paris Apex Stadium 55,2023-05-21,80839
M00563,VEN055,Paris Apex Stadium 55,2023-12-21,54686
M00564,VEN055,Paris Apex Stadium 55,2021-09-28,63854
M00565,VEN055,Paris Apex Stadium 55,2021-01-01,71136
M00566,VEN055,Paris Apex Stadium 55,2022-09-18,71842
M00567,VEN055,Paris Apex Stadium 55,2022-04-24,86822
M00568,VEN055,Paris Apex Stadium 55,2023-06-07,78595
M00569,VEN055,Paris Apex Stadium 55,2023-09-05,65436
M00570,VEN055,Paris Apex Stadium 55,2021-10-27,55361
M00571,VEN055,Paris Apex Stadium 55,2021-03-22,59035
M00572,VEN055,Paris Apex Stadium 55,2021-09-15,80926
M00573,VEN055,Paris Apex Stadium 55,2021-05-22,74723
M00574,VEN055,Paris Apex Stadium 55,2021-04-24,51615
M00575,VEN056,Warsaw City Sports Complex 56,2022-06-05,33547
M00576,VEN056,Warsaw City Sports Complex 56,2021-02-10,37160
M00577,VEN056,Warsaw City Sports Complex 56,2021-06-16,36144
M00578,VEN056,Warsaw City Sports Complex 56,2023-11-10,32829
M00579,VEN056,Warsaw City Sports Complex 56,2021-10-19,37595
M00580,VEN056,Warsaw City Sports Complex 56,2022-07-06,31139
M00581,VEN056,Warsaw City Sports Complex 56,2021-04-23,24080
M00582,VEN056,Warsaw City Sports Complex 56,2022-05-27,38504
M00583,VEN056,Warsaw City Sports Complex 56,2023-12-11,31040
M00584,VEN056,Warsaw City Sports Complex 56,2022-08-12,41214
M00585,VEN056,Warsaw City Sports Complex 56,2022-09-04,39190
M00586,VEN056,Warsaw City Sports Complex 56,2023-02-27,27435
M00587,VEN056,Warsaw City Sports Complex 56,2021-09-07,29493
M00588,VEN056,Warsaw City Sports Complex 56,2023-02-24,29152
M00589,VEN056,Warsaw City Sports Complex 56,2021-09-21,25465
M00590,VEN057,Amsterdam Apex Stadium 57,2023-07-25,33458
M00591,VEN057,Amsterdam Apex Stadium 57,2021-09-09,29798
M00592,VEN057,Amsterdam Apex Stadium 57,2023-08-21,29032
M00593,VEN057,Amsterdam Apex Stadium 57,2022-07-08,32842
M00594,VEN057,Amsterdam Apex Stadium 57,2023-12-28,34753
M00595,VEN057,Amsterdam Apex Stadium 57,2022-09-17,24881
M00596,VEN058,Oslo Heritage Stadium 58,2023-01-22,37511
M00597,VEN058,Oslo Heritage Stadium 58,2023-11-06,33852
M00598,VEN058,Oslo Heritage Stadium 58,2021-08-06,45861
M00599,VEN058,Oslo Heritage Stadium 58,2023-11-28,32468
M00600,VEN058,Oslo Heritage Stadium 58,2023-12-16,50739
M00601,VEN058,Oslo Heritage Stadium 58,2021-04-25,50077
M00602,VEN058,Oslo Heritage Stadium 58,2021-05-12,39616
M00603,VEN059,Turin Phoenix Arena 59,2021-09-26,11755
M00604,VEN059,Turin Phoenix Arena 59,2022-08-02,14715
M00605,VEN059,Turin Phoenix Arena 59,2023-06-04,11728
M00606,VEN059,Turin Phoenix Arena 59,2023-11-27,17897
M00607,VEN059,Turin Phoenix Arena 59,2023-05-19,13899
M00608,VEN059,Turin Phoenix Arena 59,2021-07-21,16416
M00609,VEN059,Turin Phoenix Arena 59,2023-11-27,14875
M00610,VEN059,Turin Phoenix Arena 59,2022-07-08,12081
M00611,VEN059,Turin Phoenix Arena 59,2022-06-16,16156
M00612,VEN060,Berlin Unity Sports Center 60,2021-09-05,37936
M00613,VEN060,Berlin Unity Sports Center 60,2021-02-17,29892
M00614,VEN060,Berlin Unity Sports Center 60,2021-03-06,33554
M00615,VEN060,Berlin Unity Sports Center 60,2023-12-27,24811
M00616,VEN060,Berlin Unity Sports Center 60,2021-07-26,24109
M00617,VEN060,Berlin Unity Sports Center 60,2021-08-22,27920
M00618,VEN060,Berlin Unity Sports Center 60,2021-10-06,30592
M00619,VEN060,Berlin Unity Sports Center 60,2022-01-08,33622
M00620,VEN060,Berlin Unity Sports Center 60,2023-10-06,22757
M00621,VEN060,Berlin Unity Sports Center 60,2023-01-19,24404
M00622,VEN060,Berlin Unity Sports Center 60,2021-05-06,24622
M00623,VEN060,Berlin Unity Sports Center 60,2022-10-19,31272
M00624,VEN060,Berlin Unity Sports Center 60,2023-12-22,33448
M00625,VEN061,Porto Unity Sports Center 61,2021-08-20,25200
M00626,VEN061,Porto Unity Sports Center 61,2022-03-08,25729
M00627,VEN061,Porto Unity Sports Center 61,2023-03-26,23842
M00628,VEN061,Porto Unity Sports Center 61,2021-10-22,20965
M00629,VEN061,Porto Unity Sports Center 61,2021-12-22,20130
M00630,VEN061,Porto Unity Sports Center 61,2022-10-19,18177
M00631,VEN061,Porto Unity Sports Center 61,2022-07-05,14996
M00632,VEN061,Porto Unity Sports Center 61,2021-09-28,15458
M00633,VEN061,Porto Unity Sports Center 61,2023-07-27,24759
M00634,VEN061,Porto Unity Sports Center 61,2021-03-16,15934
M00635,VEN062,London Civic Arena 62,2023-09-25,24308
M00636,VEN062,London Civic Arena 62,2022-11-05,17874
M00637,VEN062,London Civic Arena 62,2023-01-25,28340
M00638,VEN062,London Civic Arena 62,2022-09-14,25359
M00639,VEN062,London Civic Arena 62,2021-12-17,21247
M00640,VEN062,London Civic Arena 62,2022-07-12,22029
M00641,VEN062,London Civic Arena 62,2023-12-19,24165
M00642,VEN062,London Civic Arena 62,2021-05-16,17610
M00643,VEN062,London Civic Arena 62,2021-05-20,26524
M00644,VEN062,London Civic Arena 62,2022-05-07,28003
M00645,VEN062,London Civic Arena 62,2023-01-19,16379
M00646,VEN062,London Civic Arena 62,2023-01-13,23277
M00647,VEN062,London Civic Arena 62,2023-06-14,25039
M00648,VEN062,London Civic Arena 62,2021-07-21,21139
M00649,VEN062,London Civic Arena 62,2022-09-14,24116
M00650,VEN063,Oslo Unity Sports Center 63,2022-11-13,35238
M00651,VEN063,Oslo Unity Sports Center 63,2022-09-26,43879
M00652,VEN063,Oslo Unity Sports Center 63,2021-06-18,39498
M00653,VEN063,Oslo Unity Sports Center 63,2022-05-19,39439
M00654,VEN063,Oslo Unity Sports Center 63,2023-07-24,34766
M00655,VEN063,Oslo Unity Sports Center 63,2023-02-24,30188
M00656,VEN063,Oslo Unity Sports Center 63,2023-03-04,32223
M00657,VEN063,Oslo Unity Sports Center 63,2022-06-26,31883
M00658,VEN063,Oslo Unity Sports Center 63,2023-11-23,39343
M00659,VEN063,Oslo Unity Sports Center 63,2022-11-01,28279
M00660,VEN063,Oslo Unity Sports Center 63,2021-08-20,44975
M00661,VEN063,Oslo Unity Sports Center 63,2021-05-08,36786
M00662,VEN063,Oslo Unity Sports Center 63,2023-01-24,35354
M00663,VEN063,Oslo Unity Sports Center 63,2022-10-21,35653
M00664,VEN063,Oslo Unity Sports Center 63,2023-10-02,38686
M00665,VEN064,Hamburg National Arena 64,2022-01-07,14419
M00666,VEN064,Hamburg National Arena 64,2023-05-07,16047
M00667,VEN064,Hamburg National Arena 64,2023-09-17,9722
M00668,VEN064,Hamburg National Arena 64,2023-03-22,14869
M00669,VEN064,Hamburg National Arena 64,2021-11-01,9741
M00670,VEN064,Hamburg National Arena 64,2021-05-25,17015
M00671,VEN064,Hamburg National Arena 64,2023-07-13,12554
M00672,VEN064,Hamburg National Arena 64,2023-01-24,13999
M00673,VEN065,Budapest National Arena 65,2023-05-24,62609
M00674,VEN065,Budapest National Arena 65,2023-06-12,59995
M00675,VEN065,Budapest National Arena 65,2022-04-20,63899
M00676,VEN065,Budapest National Arena 65,2022-07-19,63892
M00677,VEN065,Budapest National Arena 65,2021-07-17,35871
M00678,VEN065,Budapest National Arena 65,2021-09-10,38847
M00679,VEN065,Budapest National Arena 65,2021-09-09,45675
M00680,VEN066,Rotterdam Olympic Center 66,2023-05-23,21320
M00681,VEN066,Rotterdam Olympic Center 66,2022-10-16,17440
M00682,VEN066,Rotterdam Olympic Center 66,2022-08-22,20868
M00683,VEN066,Rotterdam Olympic Center 66,2023-01-16,17628
M00684,VEN066,Rotterdam Olympic Center 66,2021-07-21,14020
M00685,VEN066,Rotterdam Olympic Center 66,2021-11-23,21064
M00686,VEN066,Rotterdam Olympic Center 66,2022-07-12,15211
M00687,VEN066,Rotterdam Olympic Center 66,2021-12-27,18213
M00688,VEN066,Rotterdam Olympic Center 66,2022-02-13,15561
M00689,VEN066,Rotterdam Olympic Center 66,2022-02-18,19859
M00690,VEN066,Rotterdam Olympic Center 66,2022-06-12,22559
M00691,VEN066,Rotterdam Olympic Center 66,2023-05-06,15092
M00692,VEN066,Rotterdam Olympic Center 66,2023-04-16,22724
M00693,VEN066,Rotterdam Olympic Center 66,2021-12-08,20524
M00694,VEN067,Paris Harbor Arena 67,2021-04-27,22556
M00695,VEN067,Paris Harbor Arena 67,2021-02-04,29057
M00696,VEN067,Paris Harbor Arena 67,2023-11-16,33818
M00697,VEN067,Paris Harbor Arena 67,2023-01-28,28982
M00698,VEN067,Paris Harbor Arena 67,2023-06-16,26905
M00699,VEN067,Paris Harbor Arena 67,2023-05-16,33469
M00700,VEN067,Paris Harbor Arena 67,2023-05-13,22179
M00701,VEN067,Paris Harbor Arena 67,2023-03-02,22798
M00702,VEN067,Paris Harbor Arena 67,2022-08-18,27591
M00703,VEN067,Paris Harbor Arena 67,2022-07-28,19806
M00704,VEN068,Turin Grand Stadium 68,2021-12-17,9784
M00705,VEN068,Turin Grand Stadium 68,2023-01-01,9801
M00706,VEN068,Turin Grand Stadium 68,2022-10-04,11048
M00707,VEN068,Turin Grand Stadium 68,2023-05-06,9016
M00708,VEN068,Turin Grand Stadium 68,2021-05-16,10316
M00709,VEN068,Turin Grand Stadium 68,2022-06-06,12705
M00710,VEN068,Turin Grand Stadium 68,2021-07-23,10026
M00711,VEN068,Turin Grand Stadium 68,2022-07-09,11503
M00712,VEN069,Salzburg Olympic Center 69,2021-10-22,29153
M00713,VEN069,Salzburg Olympic Center 69,2021-12-09,30165
M00714,VEN069,Salzburg Olympic Center 69,2023-07-28,42131
M00715,VEN069,Salzburg Olympic Center 69,2021-12-05,33332
M00716,VEN069,Salzburg Olympic Center 69,2021-03-14,35247
M00717,VEN069,Salzburg Olympic Center 69,2023-09-18,35800
M00718,VEN069,Salzburg Olympic Center 69,2022-05-09,40394
M00719,VEN069,Salzburg Olympic Center 69,2023-01-13,37100
M00720,VEN069,Salzburg Olympic Center 69,2021-01-07,27470
M00721,VEN069,Salzburg Olympic Center 69,2022-11-04,42333
M00722,VEN069,Salzburg Olympic Center 69,2022-05-12,34766
M00723,VEN069,Salzburg Olympic Center 69,2023-05-12,32904
M00724,VEN069,Salzburg Olympic Center 69,2021-06-28,25825
M00725,VEN070,Salzburg Grand Stadium 70,2023-11-21,45698
M00726,VEN070,Salzburg Grand Stadium 70,2022-06-11,56615
M00727,VEN070,Salzburg Grand Stadium 70,2022-12-15,60948
M00728,VEN070,Salzburg Grand Stadium 70,2022-10-10,67908
M00729,VEN070,Salzburg Grand Stadium 70,2021-03-21,54213
M00730,VEN070,Salzburg Grand Stadium 70,2022-07-21,65274
M00731,VEN070,Salzburg Grand Stadium 70,2022-02-03,58990
M00732,VEN070,Salzburg Grand Stadium 70,2021-06-11,44510
M00733,VEN070,Salzburg Grand Stadium 70,2023-05-20,60299
M00734,VEN070,Salzburg Grand Stadium 70,2022-08-25,60030
M00735,VEN070,Salzburg Grand Stadium 70,2022-12-19,67045
M00736,VEN070,Salzburg Grand Stadium 70,2022-07-06,56052
M00737,VEN070,Salzburg Grand Stadium 70,2021-03-24,45214
M00738,VEN070,Salzburg Grand Stadium 70,2022-12-23,46845
M00739,VEN070,Salzburg Grand Stadium 70,2021-03-13,63409
M00740,VEN071,Stockholm Championship Grounds 71,2022-09-02,13063
M00741,VEN071,Stockholm Championship Grounds 71,2022-09-25,12377
M00742,VEN071,Stockholm Championship Grounds 71,2021-05-20,21990
M00743,VEN071,Stockholm Championship Grounds 71,2023-07-10,13655
M00744,VEN071,Stockholm Championship Grounds 71,2023-05-15,14390
M00745,VEN071,Stockholm Championship Grounds 71,2021-09-27,18327
M00746,VEN071,Stockholm Championship Grounds 71,2021-11-12,13807
M00747,VEN072,Krakow Civic Arena 72,2022-09-09,14468
M00748,VEN072,Krakow Civic Arena 72,2021-12-18,12279
M00749,VEN072,Krakow Civic Arena 72,2023-08-21,9703
M00750,VEN072,Krakow Civic Arena 72,2023-07-17,13668
M00751,VEN072,Krakow Civic Arena 72,2023-05-12,12912
M00752,VEN072,Krakow Civic Arena 72,2021-02-15,11815
M00753,VEN072,Krakow Civic Arena 72,2022-05-05,10610
M00754,VEN072,Krakow Civic Arena 72,2021-09-27,10580
M00755,VEN072,Krakow Civic Arena 72,2021-06-10,13733
M00756,VEN072,Krakow Civic Arena 72,2021-12-16,11729
M00757,VEN072,Krakow Civic Arena 72,2022-05-01,15042
M00758,VEN073,Brussels Unity Sports Center 73,2023-04-26,32222
M00759,VEN073,Brussels Unity Sports Center 73,2022-04-14,19609
M00760,VEN073,Brussels Unity Sports Center 73,2022-07-08,33565
M00761,VEN073,Brussels Unity Sports Center 73,2023-11-13,22098
M00762,VEN073,Brussels Unity Sports Center 73,2021-05-03,32708
M00763,VEN073,Brussels Unity Sports Center 73,2021-09-25,26229
M00764,VEN073,Brussels Unity Sports Center 73,2023-12-22,32254
M00765,VEN073,Brussels Unity Sports Center 73,2023-12-18,23831
M00766,VEN073,Brussels Unity Sports Center 73,2022-04-28,32395
M00767,VEN073,Brussels Unity Sports Center 73,2021-05-04,20586
M00768,VEN073,Brussels Unity Sports Center 73,2023-08-09,29653
M00769,VEN073,Brussels Unity Sports Center 73,2022-04-11,30667
M00770,VEN074,Aarhus Premier Grounds 74,2023-01-06,44414
M00771,VEN074,Aarhus Premier Grounds 74,2022-05-05,70919
M00772,VEN074,Aarhus Premier Grounds 74,2023-01-08,62610
M00773,VEN074,Aarhus Premier Grounds 74,2021-08-07,42412
M00774,VEN074,Aarhus Premier Grounds 74,2022-08-12,50547
M00775,VEN074,Aarhus Premier Grounds 74,2021-06-03,54482
M00776,VEN075,Berlin Harbor Arena 75,2022-02-18,7229
M00777,VEN075,Berlin Harbor Arena 75,2021-05-27,9572
M00778,VEN075,Berlin Harbor Arena 75,2021-02-25,9071
M00779,VEN075,Berlin Harbor Arena 75,2022-08-08,10955
M00780,VEN075,Berlin Harbor Arena 75,2021-04-15,11084
M00781,VEN075,Berlin Harbor Arena 75,2021-09-22,11071
M00782,VEN075,Berlin Harbor Arena 75,2022-07-22,12467
M00783,VEN075,Berlin Harbor Arena 75,2022-03-21,12349
M00784,VEN076,Milan Premier Grounds 76,2023-09-04,13671
M00785,VEN076,Milan Premier Grounds 76,2023-05-07,10256
M00786,VEN076,Milan Premier Grounds 76,2021-11-07,11000
M00787,VEN076,Milan Premier Grounds 76,2021-11-14,15260
M00788,VEN076,Milan Premier Grounds 76,2021-05-19,10750
M00789,VEN076,Milan Premier Grounds 76,2021-01-02,9326
M00790,VEN077,Athens Central Arena 77,2022-12-20,20617
M00791,VEN077,Athens Central Arena 77,2021-04-06,14156
M00792,VEN077,Athens Central Arena 77,2023-10-11,17702
M00793,VEN077,Athens Central Arena 77,2023-01-02,22132
M00794,VEN077,Athens Central Arena 77,2021-12-18,16218
M00795,VEN077,Athens Central Arena 77,2021-08-08,20699
M00796,VEN077,Athens Central Arena 77,2023-11-25,15819
M00797,VEN077,Athens Central Arena 77,2022-12-07,16133
M00798,VEN077,Athens Central Arena 77,2022-06-24,12783
M00799,VEN077,Athens Central Arena 77,2021-08-23,13948
M00800,VEN077,Athens Central Arena 77,2022-09-23,17060
M00801,VEN077,Athens Central Arena 77,2023-03-18,17601
M00802,VEN077,Athens Central Arena 77,2023-08-09,16137
M00803,VEN077,Athens Central Arena 77,2023-09-06,21482
M00804,VEN077,Athens Central Arena 77,2021-08-10,13271
M00805,VEN078,Gothenburg National Arena 78,2022-01-25,14555
M00806,VEN078,Gothenburg National Arena 78,2022-12-06,15350
M00807,VEN078,Gothenburg National Arena 78,2023-06-25,17371
M00808,VEN078,Gothenburg National Arena 78,2022-12-03,15203
M00809,VEN078,Gothenburg National Arena 78,2023-07-07,15518
M00810,VEN078,Gothenburg National Arena 78,2022-09-05,14410
M00811,VEN078,Gothenburg National Arena 78,2022-07-21,15144
M00812,VEN078,Gothenburg National Arena 78,2021-09-22,12743
M00813,VEN078,Gothenburg National Arena 78,2021-03-28,10636
M00814,VEN078,Gothenburg National Arena 78,2021-08-07,10343
M00815,VEN079,Stockholm Civic Arena 79,2023-07-22,10368
M00816,VEN079,Stockholm Civic Arena 79,2023-12-19,14155
M00817,VEN079,Stockholm Civic Arena 79,2022-04-20,12221
M00818,VEN079,Stockholm Civic Arena 79,2021-04-21,16040
M00819,VEN079,Stockholm Civic Arena 79,2021-08-26,14168
M00820,VEN079,Stockholm Civic Arena 79,2022-09-24,15387
M00821,VEN079,Stockholm Civic Arena 79,2022-06-26,17862
M00822,VEN080,Dublin Central Arena 80,2022-09-02,7861
M00823,VEN080,Dublin Central Arena 80,2022-02-07,7518
M00824,VEN080,Dublin Central Arena 80,2021-02-24,8387
M00825,VEN080,Dublin Central Arena 80,2022-04-07,5584
M00826,VEN080,Dublin Central Arena 80,2021-10-21,6718
M00827,VEN080,Dublin Central Arena 80,2023-12-18,8337
M00828,VEN081,Vienna Harbor Arena 81,2023-10-12,37837
M00829,VEN081,Vienna Harbor Arena 81,2023-11-14,36460
M00830,VEN081,Vienna Harbor Arena 81,2021-03-18,40465
M00831,VEN081,Vienna Harbor Arena 81,2022-11-06,31214
M00832,VEN081,Vienna Harbor Arena 81,2023-08-12,33758
M00833,VEN081,Vienna Harbor Arena 81,2023-06-28,40843
M00834,VEN081,Vienna Harbor Arena 81,2023-07-27,30640
M00835,VEN081,Vienna Harbor Arena 81,2023-04-19,37448
M00836,VEN081,Vienna Harbor Arena 81,2022-09-24,33983
M00837,VEN081,Vienna Harbor Arena 81,2022-08-13,28379
M00838,VEN081,Vienna Harbor Arena 81,2021-05-20,23498
M00839,VEN081,Vienna Harbor Arena 81,2021-05-01,23808
M00840,VEN082,London Heritage Stadium 82,2021-06-01,36501
M00841,VEN082,London Heritage Stadium 82,2023-05-18,32980
M00842,VEN082,London Heritage Stadium 82,2023-10-05,28675
M00843,VEN082,London Heritage Stadium 82,2022-06-05,21777
